source_idx,source_title,similar_title,weight
544,Guarded resolution for answer set programming,A semantic framework for preference handling in answer set programming,3
546,An Application of Proof-Theory in Answer Set Programming,A semantic framework for preference handling in answer set programming,6
546,An Application of Proof-Theory in Answer Set Programming,Open Answer Set Programming with Guarded Programs,6
546,An Application of Proof-Theory in Answer Set Programming,Smodels: A System for Answer Set Programming,5
546,An Application of Proof-Theory in Answer Set Programming,Fages' Theorem and Answer Set Programming,5
546,An Application of Proof-Theory in Answer Set Programming,Normal forms for Answer Sets Programming,5
547,"Decompositions of All Different, Global Cardinality and Related
  Constraints",Multiset Ordering Constraints,2
548,Scenario-based Stochastic Constraint Programming,Stochastic Constraint Programming: A Scenario-Based Approach,7
548,Scenario-based Stochastic Constraint Programming,Stochastic Constraint Programming,6
548,Scenario-based Stochastic Constraint Programming,Model-Driven Constraint Programming,3
548,Scenario-based Stochastic Constraint Programming,ACLP: Integrating Abduction and Constraint Solving,2
548,Scenario-based Stochastic Constraint Programming,dcs: An Implementation of DATALOG with Constraints,2
549,"Reasoning about soft constraints and conditional preferences: complexity
  results and approximation techniques",Generic Global Constraints based on MDDs,2
549,"Reasoning about soft constraints and conditional preferences: complexity
  results and approximation techniques",Soft constraint abstraction based on semiring homomorphism,2
550,Multiset Ordering Constraints,Breaking Value Symmetry,3
550,Multiset Ordering Constraints,Combining Symmetry Breaking and Global Constraints,3
550,Multiset Ordering Constraints,Using Pivot Consistency to Decompose and Solve Functional CSPs,2
550,Multiset Ordering Constraints,MUSE CSP: An Extension to the Constraint Satisfaction Problem,2
550,Multiset Ordering Constraints,DATALOG with constraints - an answer-set programming system,2
552,Considerations on Construction Ontologies,An Efficient Technique for Similarity Identification between Ontologies,2
553,A Logic Programming Approach to Activity Recognition,"Logic Programming Approaches for Representing and Solving Constraint
  Satisfaction Problems: A Comparison",2
554,"Knowledge Management in Economic Intelligence with Reasoning on Temporal
  Attributes",$α$-Discounting Multi-Criteria Decision Making ($α$-D MCDM),2
555,Toward a Category Theory Design of Ontological Knowledge Bases,Decidable Reasoning in Terminological Knowledge Representation Systems,2
555,Toward a Category Theory Design of Ontological Knowledge Bases,Reasoning about Evolving Nonmonotonic Knowledge Bases,2
555,Toward a Category Theory Design of Ontological Knowledge Bases,Towards Closed World Reasoning in Dynamic Open Worlds (Extended Version),2
555,Toward a Category Theory Design of Ontological Knowledge Bases,On Building a Knowledge Base for Stability Theory,2
557,Semi-Myopic Sensing Plans for Value Optimization,FLECS: Planning with a Flexible Commitment Strategy,2
557,Semi-Myopic Sensing Plans for Value Optimization,"Storing and Indexing Plan Derivations through Explanation-based Analysis
  of Retrieval Failures",2
557,Semi-Myopic Sensing Plans for Value Optimization,Regression with respect to sensing actions and partial states,2
558,Updating Sets of Probabilities,Using Sets of Probability Measures to Represent Uncertainty,5
558,Updating Sets of Probabilities,Updating beliefs with incomplete observations,3
558,Updating Sets of Probabilities,Conditional Plausibility Measures and Bayesian Networks,2
560,General combination rules for qualitative and quantitative beliefs,The Cumulative Rule for Belief Fusion,2
560,General combination rules for qualitative and quantitative beliefs,Belief Conditioning Rules (BCRs),2
560,General combination rules for qualitative and quantitative beliefs,Qualitative Belief Conditioning Rules (QBCR),2
560,General combination rules for qualitative and quantitative beliefs,"Toward a combination rule to deal with partial conflict and specificity
  in belief functions theory",2
560,General combination rules for qualitative and quantitative beliefs,"A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",2
561,"A Novel Two-Staged Decision Support based Threat Evaluation and Weapon
  Assignment Algorithm, Asset-based Dynamic Weapon Scheduling using Artificial
  Intelligence Techinques",Spatial Aggregation: Theory and Applications,2
561,"A Novel Two-Staged Decision Support based Threat Evaluation and Weapon
  Assignment Algorithm, Asset-based Dynamic Weapon Scheduling using Artificial
  Intelligence Techinques",Indexer Based Dynamic Web Services Discovery,2
564,Modelling Concurrent Behaviors in the Process Specification Language,Modelling Complexity in Musical Rhythm,2
565,"The Single Machine Total Weighted Tardiness Problem - Is it (for
  Metaheuristics) a Solved Problem ?","Variable Neighborhood Search for the University Lecturer-Student
  Assignment Problem",2
566,"Improvements for multi-objective flow shop scheduling by Pareto Iterated
  Local Search",Foundations of the Pareto Iterated Local Search Metaheuristic,9
567,Beyond Turing Machines,A Formalization of the Turing Test,3
567,Beyond Turing Machines,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",2
567,Beyond Turing Machines,Convergence of Expected Utility for Universal AI,2
568,Pattern Recognition Theory of Mind,DCT Based Texture Classification Using Soft Computing Approach,2
569,Fact Sheet on Semantic Web,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,3
569,Fact Sheet on Semantic Web,Understanding Semantic Web and Ontologies: Theory and Applications,3
569,Fact Sheet on Semantic Web,"Toward the Implementation of Functions in the DLV System (Preliminary
  Technical Report)",2
569,Fact Sheet on Semantic Web,Modeling Computations in a Semantic Network,2
570,Restart Strategy Selection using Machine Learning Techniques,Integrating Defeasible Argumentation and Machine Learning Techniques,3
570,Restart Strategy Selection using Machine Learning Techniques,An Integrated Framework for Learning and Reasoning,2
570,Restart Strategy Selection using Machine Learning Techniques,Rule-based Machine Learning Methods for Functional Prediction,2
570,Restart Strategy Selection using Machine Learning Techniques,Reinforcement Learning: A Survey,2
571,Online Search Cost Estimation for SAT Solvers,Online Estimation of SAT Solving Runtime,6
571,Online Search Cost Estimation for SAT Solvers,Quantum Computing and Phase Transitions in Combinatorial Search,2
571,Online Search Cost Estimation for SAT Solvers,"A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search
  Difficulty",2
571,Online Search Cost Estimation for SAT Solvers,A Framework for Searching AND/OR Graphs with Cycles,2
571,Online Search Cost Estimation for SAT Solvers,Islands for SAT,2
572,On Classification from Outlier View,"Cost-Sensitive Classification: Empirical Evaluation of a Hybrid Genetic
  Decision Tree Induction Algorithm",2
573,Convergence of Expected Utility for Universal AI,"Convergence of Expected Utilities with Algorithmic Probability
  Distributions",5
573,Convergence of Expected Utility for Universal AI,"Great Expectations. Part II: Generalized Expected Utility as a Universal
  Decision Rule",4
573,Convergence of Expected Utility for Universal AI,On rho in a Decision-Theoretic Apparatus of Dempster-Shafer Theory,3
573,Convergence of Expected Utility for Universal AI,"Great Expectations. Part I: On the Customizability of Generalized
  Expected Utility",3
573,Convergence of Expected Utility for Universal AI,From Statistical Knowledge Bases to Degrees of Belief,2
574,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,Modeling of Social Transitions Using Intelligent Systems,4
574,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,3
574,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,"Analysis of hydrocyclone performance based on information granulation
  theory",2
574,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,Back analysis based on SOM-RST system,2
575,A Class of DSm Conditional Rules,Belief Conditioning Rules (BCRs),2
575,A Class of DSm Conditional Rules,Qualitative Belief Conditioning Rules (QBCR),2
576,View-based Propagator Derivation,Perfect Derived Propagators,7
578,An improved axiomatic definition of information granulation,Rock mechanics modeling based on soft granulation theory,3
578,An improved axiomatic definition of information granulation,Some improved results on communication between information systems,2
578,An improved axiomatic definition of information granulation,Homomorphisms between fuzzy information systems revisited,2
578,An improved axiomatic definition of information granulation,Game Information System,2
578,An improved axiomatic definition of information granulation,Virtual information system on working area,2
580,Reasoning about Cardinal Directions between Extended Objects,"Integrating cardinal direction relations and other orientation relations
  in Qualitative Spatial Reasoning",2
580,Reasoning about Cardinal Directions between Extended Objects,"Integrating existing cone-shaped and projection-based cardinal direction
  relations and a TCSP-like decidable generalisation",2
581,On Planning with Preferences in HTN,"Learning Probabilistic Hierarchical Task Networks to Capture User
  Preferences",3
583,A multiagent urban traffic simulation Part I: dealing with the ordinary,"A multiagent urban traffic simulation. Part II: dealing with the
  extraordinary",5
586,Back analysis based on SOM-RST system,"Analysis of hydrocyclone performance based on information granulation
  theory",5
586,Back analysis based on SOM-RST system,Rock mechanics modeling based on soft granulation theory,5
586,Back analysis based on SOM-RST system,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,4
586,Back analysis based on SOM-RST system,Knowledge Discovery of Hydrocyclone s Circuit Based on SONFIS and SORST,2
589,Decomposition of the NVALUE constraint,Decomposition of the NVALUE constraint,8
589,Decomposition of the NVALUE constraint,A Generic Global Constraint based on MDDs,2
589,Decomposition of the NVALUE constraint,Generic Global Constraints based on MDDs,2
589,Decomposition of the NVALUE constraint,Decomposition During Search for Propagation-Based Constraint Solvers,2
589,Decomposition of the NVALUE constraint,Learning DTW Global Constraint for Time Series Classification,2
590,Symmetries of Symmetry Breaking Constraints,Symmetries of Symmetry Breaking Constraints,11
590,Symmetries of Symmetry Breaking Constraints,Combining Symmetry Breaking and Global Constraints,4
590,Symmetries of Symmetry Breaking Constraints,Breaking Value Symmetry,3
590,Symmetries of Symmetry Breaking Constraints,Stochastic Constraint Programming: A Scenario-Based Approach,3
590,Symmetries of Symmetry Breaking Constraints,Weight Constraints as Nested Expressions,2
592,Flow-Based Propagators for the SEQUENCE and Related Global Constraints,A Generic Global Constraint based on MDDs,2
593,The Weighted CFG Constraint,The Essence of Constraint Propagation,2
595,"A multiagent urban traffic simulation. Part II: dealing with the
  extraordinary",A multiagent urban traffic simulation Part I: dealing with the ordinary,5
596,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",When Gravity Fails: Local Search Topology,3
596,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",On Improving Local Search for Unsatisfiability,3
596,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",Toward an automaton Constraint for Local Search,3
596,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",Islands for SAT,2
596,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",Foundations of the Pareto Iterated Local Search Metaheuristic,2
597,"Dynamic Demand-Capacity Balancing for Air Traffic Management Using
  Constraint-Based Local Search: First Results","Parallel local search for solving Constraint Problems on the Cell
  Broadband Engine (Preliminary Results)",3
598,On Improving Local Search for Unsatisfiability,When Gravity Fails: Local Search Topology,3
598,On Improving Local Search for Unsatisfiability,Improving Local Search for Fuzzy Scheduling Problems,3
598,On Improving Local Search for Unsatisfiability,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",3
598,On Improving Local Search for Unsatisfiability,Toward an automaton Constraint for Local Search,3
598,On Improving Local Search for Unsatisfiability,Islands for SAT,2
600,A Constraint-directed Local Search Approach to Nurse Rostering Problems,"Randomised Variable Neighbourhood Search for Multi Objective
  Optimisation",4
600,A Constraint-directed Local Search Approach to Nurse Rostering Problems,Improving Local Search for Fuzzy Scheduling Problems,2
600,A Constraint-directed Local Search Approach to Nurse Rostering Problems,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",2
602,"Parallel local search for solving Constraint Problems on the Cell
  Broadband Engine (Preliminary Results)","Dynamic Demand-Capacity Balancing for Air Traffic Management Using
  Constraint-Based Local Search: First Results",3
602,"Parallel local search for solving Constraint Problems on the Cell
  Broadband Engine (Preliminary Results)",When Gravity Fails: Local Search Topology,2
603,Toward an automaton Constraint for Local Search,When Gravity Fails: Local Search Topology,3
603,Toward an automaton Constraint for Local Search,"A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",3
603,Toward an automaton Constraint for Local Search,On Improving Local Search for Unsatisfiability,3
603,Toward an automaton Constraint for Local Search,The Essence of Constraint Propagation,2
603,Toward an automaton Constraint for Local Search,Islands for SAT,2
604,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",When Gravity Fails: Local Search Topology,2
604,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",Islands for SAT,2
604,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",Foundations of the Pareto Iterated Local Search Metaheuristic,2
604,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction",Improving Local Search for Fuzzy Scheduling Problems,2
604,"Proceedings 6th International Workshop on Local Search Techniques in
  Constraint Satisfaction","A Local Search Modeling for Constrained Optimum Paths Problems (Extended
  Abstract)",2
605,Tracking object's type changes with fuzzy based fusion rule,"Target Type Tracking with PCR5 and Dempster's rules: A Comparative
  Analysis",5
605,Tracking object's type changes with fuzzy based fusion rule,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6",2
606,Finite element model selection using Particle Swarm Optimization,Truecluster: robust scalable clustering with model selection,2
606,Finite element model selection using Particle Swarm Optimization,Bayesian Approach to Neuro-Rough Models,2
606,Finite element model selection using Particle Swarm Optimization,Dominion -- A constraint solver generator,2
607,A Fuzzy Petri Nets Model for Computing With Words,Retraction and Generalized Extension of Computing with Words,5
608,"Emotion: Appraisal-coping model for the ""Cascades"" problem",Emotion : modèle d'appraisal-coping pour le problème des Cascades,5
608,"Emotion: Appraisal-coping model for the ""Cascades"" problem",Translating between Horn Representations and their Characteristic Models,2
608,"Emotion: Appraisal-coping model for the ""Cascades"" problem",Kalman-filtering using local interactions,2
608,"Emotion: Appraisal-coping model for the ""Cascades"" problem",Model-Driven Constraint Programming,2
609,Emotion : modèle d'appraisal-coping pour le problème des Cascades,"Emotion: Appraisal-coping model for the ""Cascades"" problem",5
610,"Covering rough sets based on neighborhoods: An approach without using
  neighborhoods",Application of Rough Set Theory to Analysis of Hydrocyclone Operation,2
610,"Covering rough sets based on neighborhoods: An approach without using
  neighborhoods",An axiomatic approach to the roughness measure of rough sets,2
611,An axiomatic approach to the roughness measure of rough sets,Application of Rough Set Theory to Analysis of Hydrocyclone Operation,3
611,An axiomatic approach to the roughness measure of rough sets,Modeling of Social Transitions Using Intelligent Systems,2
611,An axiomatic approach to the roughness measure of rough sets,"Covering rough sets based on neighborhoods: An approach without using
  neighborhoods",2
612,Opportunistic Adaptation Knowledge Discovery,Adaptation Knowledge Discovery from a Case Base,4
613,On Backtracking in Real-time Heuristic Search,When Gravity Fails: Local Search Topology,2
613,On Backtracking in Real-time Heuristic Search,Bidirectional Heuristic Search Reconsidered,2
614,New Generalization Bounds for Learning Kernels,Flexibly Instructable Agents,2
614,New Generalization Bounds for Learning Kernels,Generalization of Clauses under Implication,2
618,A general approach to belief change in answer set programming,Logic Programs with Compiled Preferences,5
618,A general approach to belief change in answer set programming,A Framework for Compiling Preferences in Logic Programs,5
618,A general approach to belief change in answer set programming,"Modeling Belief in Dynamic Systems, Part II: Revision and Update",4
618,A general approach to belief change in answer set programming,A Compiler for Ordered Logic Programs,4
618,A general approach to belief change in answer set programming,A Consistency-Based Model for Belief Change: Preliminary Report,4
619,"Oriented Straight Line Segment Algebra: Qualitative Spatial Reasoning
  about Oriented Objects","Integrating cardinal direction relations and other orientation relations
  in Qualitative Spatial Reasoning",2
619,"Oriented Straight Line Segment Algebra: Qualitative Spatial Reasoning
  about Oriented Objects",Relation Variables in Qualitative Spatial Reasoning,2
620,On a Model for Integrated Information,"Causes and Explanations: A Structural-Model Approach, Part I: Causes",2
620,On a Model for Integrated Information,Model-Driven Constraint Programming,2
623,Web-Based Expert System for Civil Service Regulations: RCSES,LEXSYS: Architecture and Implication for Intelligent Agent systems,2
626,$α$-Discounting Multi-Criteria Decision Making ($α$-D MCDM),"Knowledge Management in Economic Intelligence with Reasoning on Temporal
  Attributes",2
627,Dominion -- A constraint solver generator,Bayesian Approach to Neuro-Rough Models,2
627,Dominion -- A constraint solver generator,Decomposition During Search for Propagation-Based Constraint Solvers,2
627,Dominion -- A constraint solver generator,Finite element model selection using Particle Swarm Optimization,2
627,Dominion -- A constraint solver generator,Model-Driven Constraint Programming,2
627,Dominion -- A constraint solver generator,Rewriting Constraint Models with Metamodels,2
629,Some improved results on communication between information systems,Homomorphisms between fuzzy information systems revisited,3
629,Some improved results on communication between information systems,Game Information System,3
629,Some improved results on communication between information systems,Virtual information system on working area,3
629,Some improved results on communication between information systems,"Toward the Implementation of Functions in the DLV System (Preliminary
  Technical Report)",2
629,Some improved results on communication between information systems,An improved axiomatic definition of information granulation,2
630,Homomorphisms between fuzzy information systems revisited,Some improved results on communication between information systems,3
630,Homomorphisms between fuzzy information systems revisited,An improved axiomatic definition of information granulation,2
630,Homomorphisms between fuzzy information systems revisited,Game Information System,2
630,Homomorphisms between fuzzy information systems revisited,Virtual information system on working area,2
633,Model-Driven Constraint Programming,Stochastic Constraint Programming: A Scenario-Based Approach,4
633,Model-Driven Constraint Programming,Scenario-based Stochastic Constraint Programming,3
633,Model-Driven Constraint Programming,Rewriting Constraint Models with Metamodels,3
633,Model-Driven Constraint Programming,Translating between Horn Representations and their Characteristic Models,2
633,Model-Driven Constraint Programming,MUSE CSP: An Extension to the Constraint Satisfaction Problem,2
634,Rewriting Constraint Models with Metamodels,Model-Driven Constraint Programming,3
634,Rewriting Constraint Models with Metamodels,Generic Global Constraints based on MDDs,2
634,Rewriting Constraint Models with Metamodels,Reformulating Global Grammar Constraints,2
634,Rewriting Constraint Models with Metamodels,Stochastic Constraint Programming: A Scenario-Based Approach,2
634,Rewriting Constraint Models with Metamodels,Stochastic Constraint Programming,2
637,A new model for solution of complex distributed constrained problems,Using Pivot Consistency to Decompose and Solve Functional CSPs,2
637,A new model for solution of complex distributed constrained problems,MUSE CSP: An Extension to the Constraint Satisfaction Problem,2
637,A new model for solution of complex distributed constrained problems,DATALOG with constraints - an answer-set programming system,2
637,A new model for solution of complex distributed constrained problems,Breaking Value Symmetry,2
637,A new model for solution of complex distributed constrained problems,Multiset Ordering Constraints,2
640,Indexer Based Dynamic Web Services Discovery,Spatial Aggregation: Theory and Applications,2
640,Indexer Based Dynamic Web Services Discovery,Semantic Description of Parameters in Web Service Annotations,2
640,Indexer Based Dynamic Web Services Discovery,"A Novel Two-Staged Decision Support based Threat Evaluation and Weapon
  Assignment Algorithm, Asset-based Dynamic Weapon Scheduling using Artificial
  Intelligence Techinques",2
641,"On the Failure of the Finite Model Property in some Fuzzy Description
  Logics",A Neutrosophic Description Logic,2
642,A multivalued knowledge-base model,Retraction and Generalized Extension of Computing with Words,2
642,A multivalued knowledge-base model,A Neutrosophic Description Logic,2
644,LEXSYS: Architecture and Implication for Intelligent Agent systems,Web-Based Expert System for Civil Service Regulations: RCSES,2
647,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6",A Simple Proportional Conflict Redistribution Rule,5
647,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6",Proportional Conflict Redistribution Rules for Information Fusion,5
647,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6","A new generalization of the proportional conflict redistribution rule
  stable in terms of decision",5
647,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6","Adaptative combination rule and proportional conflict redistribution
  rule for information fusion",4
647,"Importance of Sources using the Repeated Fusion Method and the
  Proportional Conflict Redistribution Rules #5 and #6","An In-Depth Look at Information Fusion Rules & the Unification of Fusion
  Theories",2
648,Terrorism Event Classification Using Fuzzy Inference Systems,"EvoNF: A Framework for Optimization of Fuzzy Inference Systems Using
  Neural Network Learning and Evolutionary Computation",4
648,Terrorism Event Classification Using Fuzzy Inference Systems,On the relationship between fuzzy logic and four-valued relevance logic,2
648,Terrorism Event Classification Using Fuzzy Inference Systems,Business Intelligence from Web Usage Mining,2
648,Terrorism Event Classification Using Fuzzy Inference Systems,"Adaptation of Mamdani Fuzzy Inference System Using Neuro - Genetic
  Approach for Tactical Air Combat Decision Support System",2
649,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,Fact Sheet on Semantic Web,3
649,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,Understanding Semantic Web and Ontologies: Theory and Applications,3
649,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,Iterative Optimization and Simplification of Hierarchical Clusterings,2
649,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,Is Neural Network a Reliable Forecaster on Earth? A MARS Query!,2
649,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,Modeling Computations in a Semantic Network,2
651,Symmetry within Solutions,Breaking Value Symmetry,5
651,Symmetry within Solutions,MUSE CSP: An Extension to the Constraint Satisfaction Problem,4
651,Symmetry within Solutions,Relation Variables in Qualitative Spatial Reasoning,4
651,Symmetry within Solutions,Symmetry within and between solutions,4
651,Symmetry within Solutions,Using Pivot Consistency to Decompose and Solve Functional CSPs,3
652,Propagating Conjunctions of AllDifferent Constraints,The Essence of Constraint Propagation,2
653,Decision Support Systems (DSS) in Construction Tendering Processes,"Multiagent Approach for the Representation of Information in a Decision
  Support System",5
653,Decision Support Systems (DSS) in Construction Tendering Processes,"Adaptation of Mamdani Fuzzy Inference System Using Neuro - Genetic
  Approach for Tactical Air Combat Decision Support System",4
653,Decision Support Systems (DSS) in Construction Tendering Processes,Decision Support Systems Using Intelligent Paradigms,3
653,Decision Support Systems (DSS) in Construction Tendering Processes,Belief decision support and reject for textured images characterization,2
653,Decision Support Systems (DSS) in Construction Tendering Processes,Indonesian Earthquake Decision Support System,2
654,Towards Closed World Reasoning in Dynamic Open Worlds (Extended Version),Decidable Reasoning in Terminological Knowledge Representation Systems,2
654,Towards Closed World Reasoning in Dynamic Open Worlds (Extended Version),Reasoning about Evolving Nonmonotonic Knowledge Bases,2
654,Towards Closed World Reasoning in Dynamic Open Worlds (Extended Version),Toward a Category Theory Design of Ontological Knowledge Bases,2
656,Ontology-based inference for causal explanation,"Causes and Explanations: A Structural-Model Approach. Part II:
  Explanations",2
656,Ontology-based inference for causal explanation,"EvoNF: A Framework for Optimization of Fuzzy Inference Systems Using
  Neural Network Learning and Evolutionary Computation",2
657,The Exact Closest String Problem as a Constraint Satisfaction Problem,MUSE CSP: An Extension to the Constraint Satisfaction Problem,5
657,The Exact Closest String Problem as a Constraint Satisfaction Problem,Breaking Value Symmetry,5
657,The Exact Closest String Problem as a Constraint Satisfaction Problem,Using Pivot Consistency to Decompose and Solve Functional CSPs,4
657,The Exact Closest String Problem as a Constraint Satisfaction Problem,"Logic Programming Approaches for Representing and Solving Constraint
  Satisfaction Problems: A Comparison",3
657,The Exact Closest String Problem as a Constraint Satisfaction Problem,Relation Variables in Qualitative Spatial Reasoning,3
662,On Building a Knowledge Base for Stability Theory,A Hierarchy of Tractable Subsets for Computing Stable Models,2
662,On Building a Knowledge Base for Stability Theory,A Consistency-Based Model for Belief Change: Preliminary Report,2
662,On Building a Knowledge Base for Stability Theory,What does a conditional knowledge base entail?,2
662,On Building a Knowledge Base for Stability Theory,Mathematical Models in Schema Theory,2
662,On Building a Knowledge Base for Stability Theory,Toward a Category Theory Design of Ontological Knowledge Bases,2
664,"Feature Selection Using Regularization in Approximate Linear Programs
  for Markov Decision Processes","A Model Approximation Scheme for Planning in Partially Observable
  Stochastic Domains",3
664,"Feature Selection Using Regularization in Approximate Linear Programs
  for Markov Decision Processes",MDPs with Unawareness,3
667,A Soft Computing Model for Physicians' Decision Process,Improving Local Search for Fuzzy Scheduling Problems,3
667,A Soft Computing Model for Physicians' Decision Process,DCT Based Texture Classification Using Soft Computing Approach,2
667,A Soft Computing Model for Physicians' Decision Process,"Short Term Load Forecasting Models in Czech Republic Using Soft
  Computing Paradigms",2
669,"Inaccuracy Minimization by Partioning Fuzzy Data Sets - Validation of
  Analystical Methodology","Artificial Neural Networks and Support Vector Machines for Water Demand
  Time Series Forecasting",2
671,"Automated Reasoning and Presentation Support for Formalizing Mathematics
  in Mizar",Granularity-Adaptive Proof Presentation,2
672,Integrating Structured Metadata with Relational Affinity Propagation,"Growing a Tree in the Forest: Constructing Folksonomies by Integrating
  Structured Metadata",3
673,A Formalization of the Turing Test,Tests of Machine Intelligence,3
673,A Formalization of the Turing Test,Beyond Turing Machines,3
674,"Growing a Tree in the Forest: Constructing Folksonomies by Integrating
  Structured Metadata",Constructing Folksonomies from User-specified Relations on Flickr,6
674,"Growing a Tree in the Forest: Constructing Folksonomies by Integrating
  Structured Metadata",Integrating Structured Metadata with Relational Affinity Propagation,3
675,Symmetries of Symmetry Breaking Constraints,Symmetries of Symmetry Breaking Constraints,11
675,Symmetries of Symmetry Breaking Constraints,Breaking Value Symmetry,4
675,Symmetries of Symmetry Breaking Constraints,Combining Symmetry Breaking and Global Constraints,4
675,Symmetries of Symmetry Breaking Constraints,Stochastic Constraint Programming: A Scenario-Based Approach,3
675,Symmetries of Symmetry Breaking Constraints,Weight Constraints as Nested Expressions,2
676,"Learning Probabilistic Hierarchical Task Networks to Capture User
  Preferences",On Planning with Preferences in HTN,3
678,Variational Program Inference,Unfolding Partiality and Disjunctions in Stable Model Semantics,2
678,Variational Program Inference,Model-Driven Constraint Programming,2
680,Game Information System,Some improved results on communication between information systems,3
680,Game Information System,Virtual information system on working area,3
680,Game Information System,An improved axiomatic definition of information granulation,2
680,Game Information System,Homomorphisms between fuzzy information systems revisited,2
681,Virtual information system on working area,Some improved results on communication between information systems,3
681,Virtual information system on working area,Game Information System,3
681,Virtual information system on working area,An improved axiomatic definition of information granulation,2
681,Virtual information system on working area,Homomorphisms between fuzzy information systems revisited,2
682,Indonesian Earthquake Decision Support System,"Adaptation of Mamdani Fuzzy Inference System Using Neuro - Genetic
  Approach for Tactical Air Combat Decision Support System",2
682,Indonesian Earthquake Decision Support System,Decision Support Systems Using Intelligent Paradigms,2
682,Indonesian Earthquake Decision Support System,"Multiagent Approach for the Representation of Information in a Decision
  Support System",2
682,Indonesian Earthquake Decision Support System,Decision Support Systems (DSS) in Construction Tendering Processes,2
683,MDPs with Unawareness,"A Model Approximation Scheme for Planning in Partially Observable
  Stochastic Domains",3
683,MDPs with Unawareness,"Feature Selection Using Regularization in Approximate Linear Programs
  for Markov Decision Processes",3
685,"A General Framework for Equivalences in Answer-Set Programming by
  Countermodels in the Logic of Here-and-There","Well-Founded Semantics for Extended Logic Programs with Dynamic
  Preferences",3
685,"A General Framework for Equivalences in Answer-Set Programming by
  Countermodels in the Logic of Here-and-There","Comparisons and Computation of Well-founded Semantics for Disjunctive
  Logic Programs",3
685,"A General Framework for Equivalences in Answer-Set Programming by
  Countermodels in the Logic of Here-and-There",A general approach to belief change in answer set programming,3
685,"A General Framework for Equivalences in Answer-Set Programming by
  Countermodels in the Logic of Here-and-There",Practical Methods for Proving Termination of General Logic Programs,2
685,"A General Framework for Equivalences in Answer-Set Programming by
  Countermodels in the Logic of Here-and-There",Uniform semantic treatment of default and autoepistemic logics,2
687,Vagueness of Linguistic variable,"2006: Celebrating 75 years of AI - History and Outlook: the Next 25
  Years",2
688,An Efficient Technique for Similarity Identification between Ontologies,Considerations on Construction Ontologies,2
688,An Efficient Technique for Similarity Identification between Ontologies,Understanding Semantic Web and Ontologies: Theory and Applications,2
689,The State of the Art: Ontology Web-Based Languages: XML Based,Reformulating Global Grammar Constraints,2
690,Understanding Semantic Web and Ontologies: Theory and Applications,Fact Sheet on Semantic Web,3
690,Understanding Semantic Web and Ontologies: Theory and Applications,Probabilistic Semantic Web Mining Using Artificial Neural Analysis,3
690,Understanding Semantic Web and Ontologies: Theory and Applications,Modeling Computations in a Semantic Network,2
690,Understanding Semantic Web and Ontologies: Theory and Applications,An Efficient Technique for Similarity Identification between Ontologies,2
691,GroupLiNGAM: Linear non-Gaussian acyclic models for sets of variables,Operations for Learning with Graphical Models,2
695,Decomposition of the NVALUE constraint,Decomposition of the NVALUE constraint,8
695,Decomposition of the NVALUE constraint,A Generic Global Constraint based on MDDs,3
695,Decomposition of the NVALUE constraint,Generic Global Constraints based on MDDs,3
695,Decomposition of the NVALUE constraint,Serious Flaws in Korf et al.'s Analysis on Time Complexity of A*,3
